Artist,Title,Week(s) in Charts,Peak,Week
Nano,Hold On,20,5,2018-03-18
Namika feat. Black M,Je ne parle pas français (Beatgees Remix),30,7,2019-01-27
Namika,Lieblingsmensch,30,14,2016-03-20
Naestro feat. Maître Gims| Vitaa| Dadju & Slimane,Bella ciao,11,41,2018-08-12
Nadia Ali,Rapture,2,63,2011-06-19
Nadav Guedj,Golden Boy,1,54,2015-05-31
NONONO,Pumpin Blood,2,55,2013-10-27
NGEE,Leben,1,89,2020-10-18
NGEE,Alles fürs Geschäft,1,43,2021-03-28
NF,Let You Down,31,16,2018-05-27
N.E.R.D. & Rihanna,Lemon,1,59,2017-11-12
Müslüm,Süpervitamin,19,10,2013-06-16
Müslüm,Samichlaus,5,18,2011-01-16
Müslüm,La bambele,15,10,2015-04-26
Müslüm,Erich| warum bisch du nid ehrlich?,1,46,2010-09-05
Mørland & Debrah Scarlett,A Monster Like Me,1,45,2015-05-31
Møme feat. Merryn Jeann,Aloha,17,43,2016-10-23
Mélanie René,Time To Shine,1,73,2015-02-08
Médine x Booba,Kyll,1,62,2018-12-09
Måns Zelmerlöw,Heroes,8,1,2015-07-19
Måneskin,Zitti e buoni,1,57,2021-03-14
MØ,Nights With You,1,81,2017-04-30
MØ,Final Song,22,26,2017-01-08
Myron,If It Ends,7,35,2011-04-17
Myron,Every Little,2,60,2013-09-29
Mylène Farmer & Sting,Stolen Car,1,55,2015-09-06
Mylène Farmer,Oui mais... non,8,52,2011-02-06
Mylène Farmer,Du temps,1,73,2011-11-20
Muttonheads feat. Eden Martin,Snow White (Alive),4,44,2013-10-06
Muse,Uprising,44,8,2010-09-05
Muse,Undisclosed Desires,29,21,2010-07-04
Muse,Thought Contagion,1,24,2018-02-25
Muse,The Dark Side,2,74,2018-11-18
Muse,Survival - Official Song Of The London 2012 Olympic Games,1,40,2012-07-15
Muse,Supremacy,1,58,2012-10-14
Muse,Starlight,28,30,2013-06-30
Muse,Something Human,1,77,2018-07-29
Muse,Reapers,1,71,2015-06-07
Muse,Psycho,4,13,2015-06-14
Muse,Neutron Star Collision (Love Is Forever),11,36,2010-08-29
Muse,Madness,12,27,2013-01-06
Muse,Dig Down,1,47,2017-05-28
Muse,Dead Inside,3,44,2015-06-14
Muse,Algorithm,1,52,2018-11-18
Murda feat. MERO,Gece Gündüz,1,79,2021-02-07
Mura Masa feat. A$AP Rocky,Love$ick,5,65,2017-01-22
Mumford & Sons,I Will Wait,24,39,2013-04-14
Mumford & Sons,Guiding Light,1,86,2018-09-30
Mumford & Sons,Believe,9,42,2015-05-17
Mudi x Ardian Bujupi,Te dua,1,79,2020-09-06
Mrs. Greenbird,Shooting Stars &amp; Fairy Tales,3,16,2012-12-23
Mr. Da-Nos feat. The Beatrockers,Dr. Beat,2,11,2014-03-23
Mr. Da-Nos feat. Snipa,Las Vegas,2,51,2012-09-16
Mr. Da-Nos feat. Patrick Miller & Fatman Scoop,I Like To Move It,1,50,2012-07-15
Mr. Da-Nos feat. Nico Santos,Holding On,2,42,2015-02-08
Mr. Da-Nos feat. Junior-X,Out Of Space 2K14,2,14,2014-02-02
Mr. Da-Nos feat. Ellyland,Outta Control,1,62,2013-09-01
Mr. Da-Nos feat. David Anthony,Tell Me Why 2K15,1,19,2015-04-05
Mr. Da-Nos feat. Akay,Unique (Official Street Parade 2016 Theme),2,21,2016-07-03
Mr. Da-Nos & The Product G&B feat. Maury,Summer Nights In Brazil,6,4,2014-07-06
Mr. Da-Nos,Why Did You Leave,2,41,2016-02-28
Mr. Da-Nos,This Night,9,16,2010-12-05
Mr. Da-Nos,This Is Life (Official Swiss Life Select Theme),3,16,2018-07-29
Mr. Da-Nos,Real Love,2,17,2015-07-05
Mr. Da-Nos,Ohlala,3,5,2017-09-17
Mr. Da-Nos,El mundo (de lattesso),3,20,2018-07-01
Mr. Da-Nos,Calling For Love,4,23,2011-09-11
Mr. Da-Nos,Brandlöscher,1,82,2019-08-11
Mr Probz,Waves (Robin Schulz Remix),53,1,2015-03-01
Mozzik,Zemra ime,1,97,2019-12-22
Mozzik,Madonna,2,38,2020-07-12
Mozzik,Lass mal,1,39,2020-05-17
Mozzik,Delpher dinake,3,16,2019-12-01
Mozzik,Baby,1,64,2020-07-26
Mozzik,Auf Wiedersehen,4,6,2020-03-15
Moses Pelham mit Stefanie Kloß,Meine Heimat,1,59,2017-06-11
Mortel + Bonez MC,Zu echt,1,98,2019-08-11
Moon Taxi,Two High,7,82,2017-09-03
Monrose,Like A Lady,10,13,2010-09-12
Monet192 feat. Takt32 & Badmómzjay,Sorry Not Sorry,1,51,2020-11-15
Monet192 feat. Lune,Spotlight,1,39,2021-01-17
Monet192 feat. Hatik,Dämon,2,50,2020-04-19
Monet192 feat. Eren Can & Batu,Kanak,1,84,2020-06-07
Monet192 feat. Dardan,SoSo,2,34,2020-07-05
Monet192,Wohin,1,83,2021-02-28
Monet192,Salty,1,86,2021-02-07
Monet192,21 Gramm,1,75,2020-10-25
Molow,Wildest Love,5,5,2018-06-10
Molly [UK],Children Of The Universe,1,63,2014-05-18
Mohombi,Bumpy Ride,11,41,2010-11-28
Moha La Squale,Ma belle,8,39,2019-09-29
Moha K,Vroum vroum,5,70,2021-05-02
Moe Phoenix,Mama / Baba,1,99,2018-04-29
MoTrip feat. Lary,So wie du bist,20,7,2016-03-13
MoTrip,80 Millionen [Live],1,81,2020-05-17
Mister V feat. PLK,Jamais,1,76,2020-02-09
Mister V feat. Jul,Pirelli,1,70,2020-02-09
Mister V feat. Hayce Lemsi & Volts Face,Space Jam,1,81,2017-05-28
Mister V feat. Dosseh,Gang,1,81,2020-02-09
Mimiks feat. Xen,Kei VIP,1,88,2019-12-01
Mimiks,Wenn du nicht weisst| wohin,2,28,2013-08-25
Mimiks,Million,1,90,2017-09-24
Milow & Marit Larsen,Out Of My Hands,5,21,2010-05-16
Milow,You Don't Know,38,8,2010-05-02
Milow,You And Me (In My Pocket),16,10,2011-07-31
Milow,We Must Be Crazy,2,69,2014-04-20
Milow,Little In The Middle,10,51,2011-10-23
Milow,Howling At The Moon,4,71,2016-07-03
Milow,Ayo Technology,45,1,2010-04-18
Milonair feat. Bonez MC,Autopilot,1,48,2019-06-30
Milky Chance,Stolen Dance,60,1,2014-12-21
Milky Chance,Down By The River,4,55,2014-07-27
Milky Chance,Cocoon,4,86,2017-03-26
Milk & Sugar vs. Vaya Con Dios,Hey (Nah Neh Nah),23,4,2011-07-24
Miley Cyrus feat. Dua Lipa,Prisoner,20,11,2021-04-11
Miley Cyrus & Mark Ronson feat. Sean Ono Lennon,Happy Xmas (War Is Over),1,100,2018-12-30
Miley Cyrus,Younger Now,1,84,2017-08-27
Miley Cyrus,Wrecking Ball,32,5,2014-04-20
Miley Cyrus,When I Look At You,4,49,2014-02-09
Miley Cyrus,We Can't Stop,20,19,2013-11-24
Miley Cyrus,Slide Away,8,20,2019-10-13
Miley Cyrus,Party In The U.S.A.,21,41,2010-03-14
Miley Cyrus,Mother's Daughter,5,48,2019-07-21
Miley Cyrus,Midnight Sky,27,20,2021-03-07
Miley Cyrus,Malibu,22,16,2017-10-15
Miley Cyrus,Can't Be Tamed,6,53,2010-07-25
Miley Cyrus,Angels Like You,1,91,2020-12-06
Miksu / Macloud / Summer Cem / Luciano / Jamule,XXL,10,3,2020-09-06
Miksu / Macloud / KC Rebell / Veysel / Ramo,Wenn sie ruft,3,22,2021-02-28
Miksu / Macloud / Jamule / Nimo,Frag mich nicht,5,11,2021-05-02
Miksu / Macloud / Fourty / Bozza,Tut mir leid,1,77,2021-04-18
Miksu / Macloud / Bausa / Reezy / Selmon,Lonely,2,29,2021-01-24
Mike Singer,Verdammt| ich lieb' dich,1,100,2021-02-07
Mike Singer,Bella ciao,1,80,2018-07-01
Mike Posner,I Took A Pill In Ibiza,54,4,2017-02-05
Mike Posner,Cooler Than Me,24,21,2011-02-27
Mike Perry feat. Shy Martin,The Ocean,43,4,2017-04-16
Mike Perry feat. Casso,Inside The Lines,1,84,2016-12-18
Mike Candys feat. U-Jean,Paradise,2,27,2015-07-26
Mike Candys feat. Sandra Wild,Sunshine (Fly So High),10,21,2012-09-09
Mike Candys feat. Max'C,Last Man On Earth,2,22,2015-03-15
Mike Candys feat. Maury,Miracles,3,17,2014-03-09
Mike Candys feat. Jenson Vaughan,Bring Back The Love,3,25,2013-02-17
Mike Candys feat. Evelyn & Tony T.,Everybody,10,11,2013-09-15
Mike Candys feat. Evelyn & Patrick Miller,2012 (If The World Would End),21,3,2012-08-12
Mike Candys feat. Evelyn & Carlprit,Brand New Day,4,42,2013-03-31
Mike Candys & Jack Holiday,The Riddle Anthem Rework,1,88,2018-10-07
Mike Candys & Jack Holiday,Insomnia,32,34,2012-02-12
Mike Candys & Evelyn feat. Patrick Miller,One Night In Ibiza,29,7,2012-02-19
Mike Candys & Evelyn feat. David Deen,Around The World,1,54,2011-11-27
Mike Candys,Together Again,8,13,2011-06-12
Mike Candys,T-Rex,1,69,2013-12-22
Mike Candys,Anubis,3,51,2014-08-03
Mika vs. RedOne,Kick Ass (We Are Young),2,56,2010-05-30
Mika [DE],Paradies,1,91,2019-09-15
Mika,Underwater,21,13,2014-01-26
Mika,Rain,19,28,2010-03-14
Mika,Elle me dit,20,16,2012-01-15
Mika,Boum Boum Boum,2,62,2014-08-24
Migros Ensemble,Ensemble,13,1,2016-12-25
Migos feat. Travis Scott & Young Thug,Give No Fxk,1,45,2020-02-23
Migos feat. Post Malone,Notice Me,1,55,2018-02-04
Migos feat. Lil Uzi Vert,Bad And Boujee,15,31,2017-04-16
Migos feat. Drake,Walk It Talk It,9,41,2018-05-13
Migos / Nicki Minaj / Cardi B,MotorSport,3,54,2017-11-19
Migos,T-Shirt,5,53,2017-03-05
Migos,Stir Fry,6,79,2018-03-18
Migos,Narcos,2,52,2018-02-11
Mickie Krause,Schatzi schenk mir ein Foto,1,70,2012-03-04
Mickaël Miro,L'horloge tourne,3,56,2011-05-22
Michelle mit Matthias Reim,Nicht verdient,2,77,2019-01-20
Michele Morrone,Hard For Me,2,68,2020-06-28
Michel Truog,Und sie rennt,1,18,2018-05-13
Michel Teló,Ai se eu te pego!,47,1,2013-01-20
Michael von der Heide,Il pleut de l'or,1,65,2010-06-13
Michael Schulte,You Let Me Walk Alone,1,27,2018-05-20
Michael Schulte,Carry Me Home,2,25,2012-02-26
Michael Patrick Kelly feat. Gentleman,iD,3,60,2017-09-17
Michael Patrick Kelly,Shake Away,2,50,2017-07-02
Michael Patrick Kelly,Roundabouts,1,47,2018-03-04
Michael Patrick Kelly,Golden Age,1,43,2017-06-25
Michael Patrick Kelly,Beautiful Madness,33,13,2021-01-31
Michael Mind Project feat. Tom E & Raghav,One More Round,2,40,2013-07-21
Michael Mind Project feat. Dante Thomas,Nothing Lasts Forever,2,26,2012-10-07
Michael Mind Project feat. Dante Thomas,Feeling So Blue,2,40,2012-07-08
Michael Mind,Show Me Love,1,58,2014-04-06
Michael Lane,Angel,1,71,2012-12-16
Michael Jackson with Akon,Hold My Hand,11,9,2011-03-06
Michael Jackson & Justin Timberlake,Love Never Felt So Good,18,15,2014-09-07
Michael Jackson,Thriller,27,3,2010-01-10
Michael Jackson,Earth Song,32,1,2013-11-10
Michael Jackson,Billie Jean,34,1,2010-01-10
Michael Franti & Spearhead,The Sound Of Sunshine,6,62,2011-09-25
Michael Calfan,Treasured Soul,1,66,2015-05-03
Michael Bublé & Shania Twain,White Christmas,1,58,2017-12-31
Michael Bublé,Santa Claus Is Coming To Town,3,43,2019-12-29
Michael Bublé,Let It Snow!,10,28,2010-01-03
Michael Bublé,It's Beginning To Look A Lot Like Christmas,18,6,2021-01-03
Michael Bublé,It's A Beautiful Day,8,32,2013-06-23
Michael Bublé,Holly Jolly Christmas,11,22,2021-01-03
Michael Bublé,Haven't Met You Yet,18,37,2010-03-21
Michael Andrews feat. Gary Jules,Mad World,38,23,2014-04-27
Mic Donet,Losing You,2,18,2012-08-19
Miami Yacine feat. Zuna,Grossstadtdschungel,1,70,2017-09-17
Miami Yacine feat. Azet,Weil ich muss,1,54,2017-10-22
Miami Yacine feat. Azet,Hayabusa,2,18,2019-12-15
Miami Yacine & Sfera Ebbasta,McQueen,1,68,2020-02-09
Miami Yacine,Testarossa,2,42,2018-09-02
Miami Yacine,Rotterdam,1,80,2017-10-22
Miami Yacine,Intro Résumé,4,6,2019-09-22
Miami Yacine,Gang Gang,1,81,2020-01-19
Miami Yacine,Europol,2,73,2021-01-10
Miami Yacine,Bon voyage,7,30,2017-10-22
Metro Boomin feat. Travis Scott,Overdue,1,95,2018-11-11
Metro Boomin feat. 21 Savage,10 Freaky Girls,1,82,2018-11-11
Metallica,Nothing Else Matters,74,5,2015-03-15
Mert feat. Z,U23,2,51,2020-03-22
Mert feat. Alpa Gun,Ausländer 2020,1,34,2020-04-26
Mero x Brado,Olé Olé,2,32,2019-08-25
Mero feat. Nimo,Désolé,3,13,2020-11-08
Mero feat. Elif,Bitte geh,2,37,2020-12-20
Mero,Wolke 10,10,2,2019-05-19
Mero,Wie Buffon,1,19,2019-03-24
Mero,QDH Family,1,99,2019-10-06
Mero,Perspektive,1,36,2020-08-23
Mero,Olabilir,3,14,2019-07-07
Mero,Ohne Dich,1,44,2020-07-05
Mero,No Name,1,42,2019-09-01
Mero,Meine Hand,1,50,2019-09-29
Mero,Mein Kopf,2,28,2019-08-11
Mero,Malediven,3,13,2019-06-23
Mero,Jay Jay,5,11,2019-04-21
Mero,Hobby Hobby,8,2,2019-03-17
Mero,Bogota,2,29,2020-06-14
Mero,Ben elimi sana verdim,1,58,2020-11-08
Mero,Baller los,19,3,2019-04-14
Meltem Acikgöz,Explosion In My Heart,1,17,2014-05-11
Melouria,How Do You Do! 2012,1,75,2012-10-07
Melanie Thornton,Wonderful Dream (Holidays Are Coming),53,3,2021-01-03
Melanie Martinez,Play Date,3,78,2020-05-31
Melanie Fiona feat. B.o.B.,Change The Record,8,35,2012-05-20
Melanie Fiona,Monday Morning,35,1,2010-08-08
Melanie Fiona,Give It To Me Right,27,5,2010-01-31
Melanie Fiona,Ay Yo,4,62,2010-06-06
Melanie C,Think About It,5,30,2011-10-09
Mehrzad Marashi / Mark Medlock,Sweat (A La La La La Long),4,16,2010-06-27
Mehrzad Marashi,Don't Believe,9,1,2010-06-27
Meghan Trainor feat. John Legend,Like I'm Gonna Lose You,2,69,2016-01-31
Meghan Trainor,No Excuses,1,73,2018-03-11
Meghan Trainor,No,13,28,2016-06-12
Meghan Trainor,Lips Are Movin,18,18,2015-05-17
Meghan Trainor,I'll Be Home,3,56,2019-12-29
Meghan Trainor,Dear Future Husband,9,57,2015-06-28
Meghan Trainor,All About That Bass,39,1,2015-05-17
Megan Thee Stallion,Savage,16,18,2020-07-12
Meek Mill feat. Drake,Going Bad,14,44,2019-03-24
Meduza x Becky Hill x Goodboys,Lose Control,38,22,2020-07-05
Meduza feat. Goodboys,Piece Of Your Heart,55,6,2020-05-31
Meduza feat. Dermot Kennedy,Paradise,26,14,2021-05-02
Medina,You And I,14,30,2010-09-05
Medina,Forever,15,15,2012-09-30
Maître Gims feat. Sofiane,Loup garou,1,86,2018-03-18
Maître Gims feat. Dany Synthé,Loin,6,71,2017-05-07
Maître Gims avec Vianney,La même,24,24,2018-09-02
Maître Gims & Super Sako feat. Hayko,Mi gna (Maître Gims Remix),4,74,2018-05-06
Maître Gims & Sting,Reste,4,91,2019-12-08
Maître Gims & Maluma,Hola señorita,29,12,2019-11-24
Maître Gims,Zombie,9,62,2014-03-23
Maître Gims,Miami Vice,1,83,2019-03-24
Maître Gims,J'me tire,25,17,2013-09-22
Maître Gims,Est-ce que tu m'aimes?,19,43,2016-04-10
Maître Gims,Caméléon,5,38,2018-04-01
Maître Gims,Bella,18,25,2014-01-26
Maxwell feat. RAF Camora,Safari,1,51,2016-12-25
Maxwell feat. Bonez MC,Spielplatz,1,70,2016-12-25
Maxwell [DE],Hakuna Matata,1,83,2016-12-25
Max Herre feat. Philipp Poisel,Wolke 7,7,29,2014-11-16
Max Giesinger,Wenn sie tanzt,23,16,2017-05-14
Max Giesinger,Legenden,2,92,2018-12-02
Max Giesinger,Dach der Welt,2,65,2012-02-26
Max Giesinger,80 Millionen,3,53,2017-03-12
Maury,Dance For Freedom,1,35,2013-08-25
Matthew Wilder,Break My Stride,6,22,2020-02-02
Matt Simons,We Can Do Better,14,67,2018-09-30
Matt Simons,Catch &amp; Release (Deepend Remix),32,2,2016-07-31
Master KG feat. Burna Boy & Nomcebo Zikode,Jerusalema (Remix),44,1,2021-05-02
Massive Attack feat. Hope Sandoval,Paradise Circus,1,41,2010-02-21
Massari,Brand New Day,7,24,2013-09-08
Masked Wolf,Astronaut In The Ocean,14,4,2021-05-02
Mary J Blige,Ain't Nobody,2,55,2011-12-11
Marwa Loud,Bad Boy,4,72,2021-01-31
Martin Tungevaag,Wicked Wonderland,25,21,2015-01-25
Martin Solveig feat. Kele,Ready 2Go,2,70,2011-07-17
Martin Solveig feat. Alma,All Stars,8,94,2017-11-12
Martin Solveig & The Cataracs feat. Kyle,Hey Now,7,38,2013-09-22
Martin Solveig & GTA,Intoxicated,22,33,2015-11-01
Martin Solveig & Dragonette,Hello,46,10,2011-09-11
Martin Jensen & James Arthur,Nobody,1,87,2019-03-10
Martin Jensen,Solo Dance,41,17,2018-01-07
Martin Garrix feat. Usher,Don't Look Down,2,65,2015-05-17
Martin Garrix feat. Tove Lo,Pressure,1,91,2021-02-14
Martin Garrix feat. Macklemore & Patrick Stump of Fall Out Boy,Summer Days,23,22,2019-10-06
Martin Garrix feat. Khalid,Ocean,18,25,2018-10-21
Martin Garrix feat. Bonn,No Sleep,1,58,2019-03-03
Martin Garrix feat. Bonn,High On Life,3,45,2018-09-23
Martin Garrix & Troye Sivan,There For You,16,24,2017-09-17
Martin Garrix & Justin Mylo feat. Dewain Whitmore,Burn Out,1,67,2018-09-23
Martin Garrix & Jay Hardway,Wizard,4,29,2014-03-16
Martin Garrix & Dua Lipa,Scared To Be Lonely,27,10,2017-08-13
Martin Garrix & Dean Lewis,Used To Love,1,42,2019-11-10
Martin Garrix & David Guetta feat. Jamie Scott & Romy Dya,So Far Away,26,14,2018-06-03
Martin Garrix & Bebe Rexha,In The Name Of Love,33,10,2017-03-19
Martin Garrix,Pizza,1,85,2017-09-03
Martin Garrix,Animals,44,2,2014-06-22
Martha Wainwright,Dans le silence,1,73,2015-04-19
Marteria / Yasha / Miss Platnum,Lila Wolken,27,11,2013-06-16
Marteria,OMG!,8,42,2014-04-06
Marteria,Niemand bringt Marten um,1,76,2021-03-21
Marteria,Kids (2 Finger an den Kopf),2,57,2014-02-09
Marshmello feat. Tyga & Chris Brown,Light It Up,1,78,2019-05-05
Marshmello feat. Khalid,Silence,39,20,2018-05-27
Marshmello feat. Chvrches,Here With Me,13,62,2019-06-09
Marshmello & Halsey,Be Kind,11,46,2020-08-09
Marshmello & Demi Lovato,OK Not To Be OK,1,51,2020-09-20
Marshmello & Bastille,Happier,44,10,2019-08-18
Marshmello & Anne-Marie,Friends,27,4,2018-08-19
Marquess,¡Bienvenido!,1,72,2012-07-08
Maroon 5 feat. Wiz Khalifa,Payphone,29,4,2012-11-18
Maroon 5 feat. SZA,What Lovers Do,29,9,2018-03-25
Maroon 5 feat. Megan Thee Stallion,Beautiful Mistakes,5,52,2021-05-02
Maroon 5 feat. Kendrick Lamar,Don't Wanna Know,23,14,2017-03-26
Maroon 5 feat. Future,Cold,15,30,2017-06-04
Maroon 5 feat. Christina Aguilera,Moves Like Jagger,34,5,2012-03-11
Maroon 5 feat. Cardi B,Girls Like You,42,4,2019-03-24
Maroon 5,This Summer,1,56,2015-08-02
Maroon 5,Sugar,38,10,2015-10-18
Maroon 5,One More Night,24,11,2013-03-03
Maroon 5,Misery,14,32,2010-11-21
Maroon 5,Memories,55,3,2021-01-17
Maroon 5,Maps,18,22,2014-11-16
Maroon 5,Daylight,10,53,2013-05-19
Maroon 5,Animals,29,18,2015-03-29
Marlon Roudette,When The Beat Drops Out,30,2,2015-04-05
Marlon Roudette,New Age,36,1,2017-09-10
Marlon Roudette,Anti-Hero (Brave New World),12,11,2012-04-29
Mark Ronson feat. Miley Cyrus,Nothing Breaks Like A Heart,27,10,2019-06-09
Mark Ronson feat. Camila Cabello,Find U Again,1,83,2019-06-09
Mark Ronson feat. Bruno Mars,Uptown Funk!,65,2,2016-03-20
Mark Ronson & The Business Intl feat. Q-Tip,Bang Bang Bang,2,65,2010-08-22
Mark Ronson & Katy B,Anywhere In The World,6,40,2012-09-02
Mark Medlock,Real Love,2,54,2010-05-02
Mark Forster x Vize,Bist du okay,1,55,2020-10-04
Mark Forster x Lea,Drei Uhr nachts,1,68,2021-04-18
Mark Forster feat. Sido,Au revoir,41,6,2015-05-03
Mark Forster feat. Gentleman,Like A Lion,1,64,2018-04-22
Mark Forster,Übermorgen,44,18,2021-03-07
Mark Forster,Wir sind gross,20,16,2016-10-09
Mark Forster,Sowieso,27,23,2018-01-07
Mark Forster,Kogong,18,9,2018-03-18
Mark Forster,Flüsterton,1,93,2017-05-28
Mark Forster,Einmal,8,56,2019-01-27
Mark Forster,Chöre,37,7,2018-01-07
Mark Forster,194 Länder,16,48,2020-04-19
Marius Bear,I Wanna Dance With Somebody (Who Loves Me),1,74,2020-08-30
Marit Larsen,If A Song Could Get Me You,33,2,2010-03-28
Marit Larsen,Don't Save Me,1,63,2010-09-05
Mario Novembre,Allein sein,1,65,2021-05-02
Mario,Let Me Love You,23,2,2012-03-11
Marina Kaye,Homeless,14,25,2015-11-29
Marina And The Diamonds,Primadonna,17,16,2012-09-16
Marie Wegener,Königlich,1,11,2018-05-13
Marian Hill,Down,5,59,2017-04-09
Mariah Carey,I Want To Know What Love Is,15,25,2010-01-24
Mariah Carey,Christmas (Baby Please Come Home),2,50,2019-12-29
Mariah Carey,All I Want For Christmas Is You,63,1,2021-01-03
Maria Voskania,Magie,1,62,2017-05-14
Maria Mena,Homeless,1,65,2011-10-09
Margaret Berger,I Feed You My Love,1,26,2013-06-02
Marco Mengoni,Ti ho voluto bene veramente,1,61,2015-10-25
Marco Mengoni,L'essenziale,3,36,2013-06-02
Marcelo Araujo Alves,Verliebt in der falsches Mädchen,2,14,2015-02-15
Marc Sway,Non| non| non,14,30,2012-11-18
Marc Sway,Losing,10,30,2010-05-23
Marc Sway,I Can See The World,5,33,2014-07-20
Marc Sway,Din Engel,4,48,2017-03-19
Marc Improof,Downtown,1,23,2017-06-25
Marc E. Bassy feat. G-Eazy,You &amp; Me,8,61,2016-10-30
Manillio,Schall und Rauch,1,82,2017-07-09
Manillio,Monbijou,4,37,2016-05-08
Manian feat. Carlprit,Don't Stop The Dancing,1,55,2012-12-23
Mandy Capristo,The Way I Like It,7,29,2012-06-10
Mando Diao,Black Saturday,8,21,2014-06-15
Maluma x Nego do Borel,Corazón,18,50,2018-04-15
Maluma x J Balvin,Que pena,2,60,2019-10-13
Maluma,Mala mía,1,71,2018-08-19
Maluma,Hawái,31,8,2021-03-07
Maluma,HP,14,48,2019-06-09
Maluma,Felices los 4,29,39,2017-11-26
Maluma,El préstamo,4,68,2018-04-08
Maluma,11 PM,14,50,2019-08-25
Major Lazer feat. Travis Scott| Camila Cabello & Quavo,Know No Better,15,30,2017-09-17
Major Lazer feat. Sia & Labrinth,Titans,1,82,2021-04-04
Major Lazer feat. PartyNextDoor & Nicki Minaj,Run Up,15,25,2017-05-14
Major Lazer feat. Nyla & Fuse ODG,Light It Up (Remix),44,7,2017-01-08
Major Lazer feat. Justin Bieber & MØ,Cold Water,31,1,2017-02-26
Major Lazer feat. J Balvin & El Alfa,Que calor,6,53,2019-11-24
Major Lazer feat. Ellie Goulding & Tarrus Riley,Powerful,9,53,2015-11-08
Major Lazer feat. Busy Signal| The Flexican & FS Green,Watch Out For This (Bumaye),20,23,2013-10-27
Major Lazer & Khalid,Trigger,1,96,2019-11-03
Major Lazer & DJ Snake feat. MØ,Lean On,65,1,2016-06-19
Majoe,Chellam,1,80,2019-06-23
Majestic x Boney M.,Rasputin,1,83,2021-05-02
Majan feat. Cro,1975,1,97,2019-05-19
Maite Kelly,Sieben Leben für dich,1,82,2016-10-30
Mahmood,Soldi,33,5,2019-10-13
Magic!,Rude,26,11,2015-01-25
Magic System feat. Soprano,Chérie Coco,5,69,2011-06-05
Magic System feat. Chawki,Magic In The Air,9,23,2014-08-10
Maggie Lindemann,Pretty Girl,22,42,2017-09-10
Maes feat. Ninho,Distant,9,24,2020-03-01
Maes feat. Jul,Dybala,6,22,2020-03-01
Maes feat. Booba,Madrina,2,49,2018-12-09
Maes feat. Booba,Blanche,7,10,2020-03-15
Maes,Street,1,63,2019-11-10
Mads Langer,You're Not Alone,14,32,2011-08-21
Madonna feat. Nicki Minaj & M.I.A.,Give Me All Your Luvin',11,6,2012-04-29
Madonna + Maluma,Medellín,2,69,2019-05-12
Madonna,Living For Love,3,49,2015-03-15
Madonna,Girl Gone Wild,9,29,2012-06-03
Madonna,Ghosttown,2,39,2015-05-10
Madonna,Devil Pray,1,59,2014-12-28
Madonna,Celebration,21,4,2010-01-17
Madcon feat. Ray Dalton,Don't Worry,37,8,2016-01-10
Madcon feat. Kelly Rowland,One Life,12,37,2013-08-25
Madcon feat. Ameerah,Freaky Like Me,22,6,2011-06-12
Madcon,Glow,25,25,2011-05-15
Madcon,Beggin,59,5,2010-04-11
Madame,Voce,1,92,2021-03-14
Macklemore feat. Ziggy Stardust,And We Danced,26,36,2014-02-09
Macklemore feat. Skylar Grey,Glorious,36,17,2018-03-11
Macklemore feat. Lil Yachty,Marmalade,1,97,2017-08-06
Macklemore feat. Kesha,Good Old Days,10,24,2017-12-03
Macklemore feat. IRO,Shadow,1,74,2019-08-25
Macklemore feat. Eric Nally,Ain't Gonna Die Tonight,1,67,2017-10-01
Macklemore & Ryan Lewis feat. Wanz,Thrift Shop,39,1,2014-02-02
Macklemore & Ryan Lewis feat. Schoolboy Q & Hollis,White Walls,10,32,2014-05-04
Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,55,4,2021-05-02
Macklemore & Ryan Lewis feat. Mary Lambert,Same Love,9,33,2013-11-10
Macklemore & Ryan Lewis feat. Eric Nally| Melle Mel| Kool Moe Dee & Grandmaster Caz,Downtown,9,48,2015-12-06
Machine Gun Kelly| X Ambassadors & Bebe Rexha,Home,21,39,2018-04-15
Machine Gun Kelly x Camila Cabello,Bad Things,12,43,2017-03-12
Mac Miller,Good News,3,43,2020-02-02
Mabel [UK],Mad Love,21,46,2019-11-17
Mabel [UK],Don't Call Me Up,57,9,2020-04-19
MHD feat. Wizkid,Bella,3,57,2018-10-07
MHD feat. Dadju,Bébé,1,83,2018-09-30
MHD,Bravo,1,82,2017-06-25
MHD,Afro Trap| Part. 8 (Never),4,42,2017-04-02
MHD,Afro Trap| Part. 7 (La puissance),8,78,2017-04-02
MHD,Afro Trap| Part. 10 (Moula Gang),1,87,2018-02-04
MGMT,Kids,32,43,2010-05-09
MC Fioti / Future / J Balvin / Stefflon Don / Juan Magan,Bum bum tam tam,15,51,2018-05-06
MC Fioti,Joga o bum bum tam tam,4,54,2018-01-21
M83,Midnight City,4,66,2012-10-07
M.I.A.,Bad Girls,1,61,2012-02-19
M. Pokora + Tal,Envole-moi,7,39,2013-02-10
M. Pokora,Juste une photo de toi,1,75,2011-02-06
M. Pokora,Juste un instant,1,57,2012-04-01
Lykke Li,I Follow Rivers,61,2,2013-06-23
Luuk & Knackeboul,Sandro Protz,1,2,2020-07-12
Luther Vandross,Dance With My Father,2,50,2011-05-22
Lunik,How Could I Tell You,3,40,2010-06-13
